pandal_id,pandal_name,region,established_era,pandal_art_type,art_philosophy,recent_and_current_themes,past_notable_themes,idol_sculpture_style,craftsmanship_and_materials,detailed_cultural_description,awards_and_accolades,latitude,longitude,facebook_page_url,instagram_handle,nearest_metro_station,special_attractions,visitor_tips_and_timing
139,Santoshpur Lake Pally Durga Puja,South Kolkata,1984 (Over 42 Years),Heritage Traditional Sabeki,"Preservation of classical 19th-century zamindari and colonial Bengal devotional aesthetics, championing timeless Ekchala purity over modern conceptual gimmicks.",Timeless Sabeki Ekchala Protima with traditional Chandimandap architecture and thakur-dalan ambiance.,Nine decades of uncompromised classical Ekchala barowari traditions and devotion.,"Classic Ekchala idol adorned in shimmering Daker Saaj (pith and silver foil work), sporting fish-shaped elongated Trayanani eyes and royal lion mount.","Hooghly river clay, sholapith filigree work, beaten brass vessels, handcrafted wooden pillars, and traditional chandeliers.","Santoshpur Lake Pally Durga Puja in South Kolkata is a proud custodian of traditional Sabeki heritage. Eschewing transient modern themes, it preserves the authentic spiritual ambiance of classic Bengal, marked by reverberating dhak beats, fragrant dhuno incense, and family-centered community devotion.",Biswa Bangla Sharad Samman (Heritage Tradition Category),22.494334,88.376412,https://www.facebook.com/SantoshpurLakePallyDurgaPujaKolkata/,@santoshpurlakepallydurga_kolkata,Kalighat,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
140,Santoshpur Trikon Park Durgotsab,South Kolkata,1995 (Over 31 Years),Thought-Provoking Social Theme Installation,"Using the public pandal as a canvas for social awakening, mental health discourse, environmental preservation, and women’s empowerment.",2025: Muktir Alo (Light of Liberation & Mental Well-being) | 2024: Jal-Dharoni (Water Conservation & Future Generations) | 2023: Nari Shakti (The Divine Feminine in Modern Times),2025: Muktir Alo | 2024: Jal-Dharoni | 2023: Nari Shakti | 2022: Somoyer Ayna | 2021: Punorutthan,Modern contemporary clay idol sculpted with empathetic figurative expressions that reflect the resilience of modern women.,"Recycled metal wires, earthen kulhars, distressed wood planks, kinetic light installations, and thematic voiceover soundscapes.","Santoshpur Trikon Park Durgotsab in South Kolkata stands out for its bold, socially conscious conceptual installations. The puja committee uses modern installation art to provoke thought on contemporary humanitarian and environmental issues while maintaining deep spiritual reverence.","Asian Paints Sharad Samman (Creative Concept), Biswa Bangla Social Awareness Award",22.493645,88.375734,https://www.facebook.com/SantoshpurTrikonParkDurgotsabKolkata/,@santoshpurtrikonparkdurg_kolkata,Kalighat,"Experimental contemporary installation art, immersive spatial audio-visual storytelling, conceptual clay sculptures, and social reflection galleries.",Best experienced in the evening between 8:00 PM and midnight when thematic illumination and ambient acoustic soundscapes create an immersive sensory experience.
141,Shibmandir Sarbojanin Durgotsab Samiti,South Kolkata,2006 (Over 20 Years),Eco-Friendly Vernacular Folk Art,Celebration of Bengal’s rural artisanal heritage and ecological harmony; utilizing sustainable organic raw materials to recreate village courtyards and tribal sanctuaries.,"2025: Banglar Mati, Banglar Haat (Folk Bazaar of Bengal) | 2024: Shobujer Prarthana (Ode to Green Earth) | 2023: Lok-Shilpo O Gramin Jibon",2025: Banglar Mati | 2024: Shobujer Prarthana | 2023: Lok-Shilpo | 2022: Patachitra Akhyan | 2021: Matir Gandho,"Terracotta-finished earthen clay idol with serene rustic expressions, painted with organic turmeric and chalk pigments.","Untreated bamboo strips, natural jute burlap, Bankura terracotta tiles, dry date-palm weaves, and warm incandescent glow.","Shibmandir Sarbojanin Durgotsab Samiti in South Kolkata is renowned for its organic, sustainable theme approach. Embracing rural folk heritage, the pandal transports urban visitors into the peaceful sanctuary of a Bengal village, highlighting forgotten indigenous crafts and eco-friendly craftsmanship.",Biswa Bangla Sharad Samman (Eco-Friendly / Handicraft Category),22.515234,88.350845,https://www.facebook.com/ShibmandirSarbojaninDurgotsabSamitiKolkata/,@shibmandirsarbojanindurg_kolkata,Rabindra Sarobar,"Live demonstrations by rural Bengal folk craftspeople, sustainable natural installations (Dokra, Terracotta, Handloom), and rustic atmospheric village ambiance.","Visit during daytime (11:00 AM - 3:00 PM) to appreciate the natural colors, textures, and daylight detailing of the handicrafts."
142,Singhi Park Sarbojanin Durga Puja,South Kolkata,1952 (Over 74 Years),Grand Architectural Temple Replica,Bringing timeless sacred architecture from across the Indian subcontinent to Kolkata’s doorstep through meticulous sculptural imitation and light engineering.,2025: Grand Dravidian Temple of South India | 2024: Khajuraho Stone Carving Replica | 2023: Jagannath Puri Shrimandir Architecture,2025: Dravidian Temple | 2024: Khajuraho | 2023: Puri Shrimandir | 2022: Sun Temple Modhera | 2021: Golden Temple Amritsar,Majestic classical clay idol draped in opulent brocade and Benarasi silks with handcrafted filigree crowns.,"Thermocol relief panels, plaster carvings, fiberglass moldings, and extensive computer-controlled Chandannagar illumination gates.","Singhi Park Sarbojanin Durga Puja in South Kolkata dazzles festive crowds with its monumental architectural reproductions. Recreating historic temples and palaces down to the finest stone carving detail, it stands as a visual marvel that draws visitors from across Bengal.",Biswa Bangla Sharad Samman (Best Pandal Architecture & Lighting),22.519323,88.365412,https://www.facebook.com/SinghiParkSarbojaninDurgaPujaKolkata/,@singhiparksarbojanindurg_kolkata,Kalighat,"Colossal monumental architectural facade, dazzling 3D illuminated lighting gates by Chandannagar electrical artisans, and gold/jewel-adorned divine idol.",Expect very high footfall; visit during late midnight (1:30 AM to 4:30 AM) on Tritiya or Chaturthi to marvel at the exterior lighting with shorter lines.
143,Sonarpur Sarbojanin Durgotsav Puja Committee,South Kolkata,1963 (Over 63 Years),Handloom & Traditional Handicraft Showcase,"Reviving endangered handloom weaves, bell-metal artistry, and indigenous handcraft traditions into a tactile visual sanctuary.",2025: Tant-O-Tanti (Tribute to Bengal Handloom Weavers) | 2024: Dokra O Pittol (Lost-Wax Bell Metal Magic) | 2023: Kantha-Stitch & Jamdani Odyssey,2025: Tant-O-Tanti | 2024: Dokra O Pittol | 2023: Kantha-Stitch Odyssey | 2022: Purulia Chhau Art | 2021: Shantiniketan Leather Craft,Artisan clay sculpture draped in authentic hand-woven Jamdani and Baluchari silk with bell-metal jewelry.,"Handloom wooden shuttle looms, thousands of yarn spools, Dokra brass castings, natural dyed cotton, and soft ambient flute ragas.","Sonarpur Sarbojanin Durgotsav Puja Committee in South Kolkata transforms its puja pavilion into an ode to Bengal’s hereditary weavers and metalworkers. Every nook of the pandal features genuine handcrafted textures, providing livelihoods to rural craftspeople and enchanting visitors with textile elegance.",Biswa Bangla Sharad Samman (Best Handicraft Craftsmanship),22.443012,88.428023,https://www.facebook.com/SonarpurSarbojaninDurgotsavPujaCommitteeKolkata/,@sonarpursarbojanindurgot_kolkata,Kavi Nazrul,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
144,Sri Sri Sarbojanin Durga Puja,South Kolkata,1974 (Over 52 Years),Heritage Traditional Sabeki,"Preservation of classical 19th-century zamindari and colonial Bengal devotional aesthetics, championing timeless Ekchala purity over modern conceptual gimmicks.",Timeless Sabeki Ekchala Protima with traditional Chandimandap architecture and thakur-dalan ambiance.,Nine decades of uncompromised classical Ekchala barowari traditions and devotion.,"Classic Ekchala idol adorned in shimmering Daker Saaj (pith and silver foil work), sporting fish-shaped elongated Trayanani eyes and royal lion mount.","Hooghly river clay, sholapith filigree work, beaten brass vessels, handcrafted wooden pillars, and traditional chandeliers.","Sri Sri Sarbojanin Durga Puja in South Kolkata is a proud custodian of traditional Sabeki heritage. Eschewing transient modern themes, it preserves the authentic spiritual ambiance of classic Bengal, marked by reverberating dhak beats, fragrant dhuno incense, and family-centered community devotion.",Biswa Bangla Sharad Samman (Heritage Tradition Category),22.520012,88.346023,https://www.facebook.com/SriSriSarbojaninDurgaPujaKolkata/,@srisrisarbojanindurgapuj_kolkata,Kalighat,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
145,Surya Nagar Sarbojanin Durga Puja,South Kolkata,1985 (Over 41 Years),Thought-Provoking Social Theme Installation,"Using the public pandal as a canvas for social awakening, mental health discourse, environmental preservation, and women’s empowerment.",2025: Muktir Alo (Light of Liberation & Mental Well-being) | 2024: Jal-Dharoni (Water Conservation & Future Generations) | 2023: Nari Shakti (The Divine Feminine in Modern Times),2025: Muktir Alo | 2024: Jal-Dharoni | 2023: Nari Shakti | 2022: Somoyer Ayna | 2021: Punorutthan,Modern contemporary clay idol sculpted with empathetic figurative expressions that reflect the resilience of modern women.,"Recycled metal wires, earthen kulhars, distressed wood planks, kinetic light installations, and thematic voiceover soundscapes.","Surya Nagar Sarbojanin Durga Puja in South Kolkata stands out for its bold, socially conscious conceptual installations. The puja committee uses modern installation art to provoke thought on contemporary humanitarian and environmental issues while maintaining deep spiritual reverence.","Asian Paints Sharad Samman (Creative Concept), Biswa Bangla Social Awareness Award",22.464012,88.372023,https://www.facebook.com/SuryaNagarSarbojaninDurgaPujaKolkata/,@suryanagarsarbojanindurg_kolkata,Kalighat,"Experimental contemporary installation art, immersive spatial audio-visual storytelling, conceptual clay sculptures, and social reflection galleries.",Best experienced in the evening between 8:00 PM and midnight when thematic illumination and ambient acoustic soundscapes create an immersive sensory experience.
146,Tridhara Sammilani Durga Puja,South Kolkata,1947,Contemporary Philosophical & Spatial Installation,"Investigating human existence, cosmic balance, and cultural memory at the junction of three roads, transforming narrow lanes into deep artistic journeys.",2025: Akalbodhan (Untimely Awakening & Divine Consciousness) | 2024: Uttoron (Elevation of Soul) | 2023: Utsav er Antorkatha (The Unspoken Festivity),2025: Akalbodhan | 2024: Uttoron | 2023: Utsav er Antorkatha | 2022: Runanubandhan | 2021: Parichay | 2019: Prakriti O Manob,"Evocative, soulful clay sculpture integrating classical iconography with expressive contemporary figurative art by master sculptors.","Raw stone textures, oxidized copper panels, bamboo armatures, clay earthen pottery, and meditative atmospheric ambient music.","Tridhara Sammilani, located at the tripartite junction of Rashbehari Avenue, Manohar Pukur, and Mahanirban Road, is one of South Kolkata's most revered theme powerhouses. Led by Debashis Kumar, its daring spatial layouts draw massive queues who appreciate its fine aesthetic storytelling.","Biswa Bangla Sharad Samman (Serar Sera), Asian Paints Sharad Samman",22.519745,88.355123,https://www.facebook.com/tridharasammilaniofficial/,@tridharasammilanidurgapu_kolkata,Kalighat,"Experimental contemporary installation art, immersive spatial audio-visual storytelling, conceptual clay sculptures, and social reflection galleries.",Best experienced in the evening between 8:00 PM and midnight when thematic illumination and ambient acoustic soundscapes create an immersive sensory experience.
147,Tulipians Durgotsav,South Kolkata,2007 (Over 19 Years),Grand Architectural Temple Replica,Bringing timeless sacred architecture from across the Indian subcontinent to Kolkata’s doorstep through meticulous sculptural imitation and light engineering.,2025: Grand Dravidian Temple of South India | 2024: Khajuraho Stone Carving Replica | 2023: Jagannath Puri Shrimandir Architecture,2025: Dravidian Temple | 2024: Khajuraho | 2023: Puri Shrimandir | 2022: Sun Temple Modhera | 2021: Golden Temple Amritsar,Majestic classical clay idol draped in opulent brocade and Benarasi silks with handcrafted filigree crowns.,"Thermocol relief panels, plaster carvings, fiberglass moldings, and extensive computer-controlled Chandannagar illumination gates.","Tulipians Durgotsav in South Kolkata dazzles festive crowds with its monumental architectural reproductions. Recreating historic temples and palaces down to the finest stone carving detail, it stands as a visual marvel that draws visitors from across Bengal.",Biswa Bangla Sharad Samman (Best Pandal Architecture & Lighting),22.519012,88.348023,https://www.facebook.com/TulipiansDurgotsavKolkata/,@tulipiansdurgotsav_kolkata,Kalighat,"Colossal monumental architectural facade, dazzling 3D illuminated lighting gates by Chandannagar electrical artisans, and gold/jewel-adorned divine idol.",Expect very high footfall; visit during late midnight (1:30 AM to 4:30 AM) on Tritiya or Chaturthi to marvel at the exterior lighting with shorter lines.
148,Udayan Kidderpore Durga Puja,South Kolkata,1953 (Over 73 Years),Handloom & Traditional Handicraft Showcase,"Reviving endangered handloom weaves, bell-metal artistry, and indigenous handcraft traditions into a tactile visual sanctuary.",2025: Tant-O-Tanti (Tribute to Bengal Handloom Weavers) | 2024: Dokra O Pittol (Lost-Wax Bell Metal Magic) | 2023: Kantha-Stitch & Jamdani Odyssey,2025: Tant-O-Tanti | 2024: Dokra O Pittol | 2023: Kantha-Stitch Odyssey | 2022: Purulia Chhau Art | 2021: Shantiniketan Leather Craft,Artisan clay sculpture draped in authentic hand-woven Jamdani and Baluchari silk with bell-metal jewelry.,"Handloom wooden shuttle looms, thousands of yarn spools, Dokra brass castings, natural dyed cotton, and soft ambient flute ragas.","Udayan Kidderpore Durga Puja in South Kolkata transforms its puja pavilion into an ode to Bengal’s hereditary weavers and metalworkers. Every nook of the pandal features genuine handcrafted textures, providing livelihoods to rural craftspeople and enchanting visitors with textile elegance.",Biswa Bangla Sharad Samman (Best Handicraft Craftsmanship),22.534012,88.322023,https://www.facebook.com/UdayanKidderporeDurgaPujaKolkata/,@udayankidderporedurgapuj_kolkata,Majerhat,"Heritage Ekchala Pratima with authentic Sholar/Daker Saaj, traditional Kumari Puja, grand Bijoya Dashami Sindur Khela, and royal Dhunuchi Nach.",Visit early morning around 7:00 AM - 10:00 AM during Pushpanjali or late afternoon to experience tranquil heritage rituals without massive theme queues.
